3	94	1	2			
3	96		1			
3	97	1	2			
3	98	1	3			
3	99	1	4			
3	100	1	5			
4	2		1			
4	3	1	2			
4	5		1			
4	8		1			
4	10		1			
4	11	1	2			
4	12	1	3			
4	13	1	4			
4	15		1			
4	16	1	2			
4	18		1			
4	19	1	2			
4	20	1	3			
4	21	1	4			
4	23		1			
4	24	1	2			
4	26		1			
4	28		1			
4	29	1	2			
4	30	1	3			
4	33		1			
4	35		1			
4	38		1			
4	39	1	2			
4	41		1			
4	42	1	2			
4	43	1	3			
4	46		1			
4	47	1	2			
4	49		1			
4	50	1	2			
4	51	1	3			
4	53		1			
4	54	1	2			
4	55	1	3			
4	56	1	4			
4	57	1	5			
4	58	1	6			
4	60		1			
4	61	1	2			
4	62	1	3			
4	63	1	4			
4	64	1	5			
4	65	1	6			
4	67		1			
4	71		1			
4	73		1			
4	77		1			
4	78	1	2			
4	79	1	3			
4	82		1			
4	83	1	2			
4	84	1	3			
4	85	1	4			
4	86	1	5			
4	87	1	6			
4	89		1			
4	90	1	2			
4	91	1	3			
4	96		1			
4	97	1	2			
4	99		1			
4	100	1	2			
5	1		1			
5	4		1			
5	6		1			
5	9		1			
5	10	1	2			
5	11	1	3			
5	12	1	4			
5	13	1	5			
5	14	1	6			
5	15	1	7			
5	16	1	8			
5	19		1			
5	23		1			
5	24	1	2			
5	25	1	3			
5	26	1	4			
5	27	1	5			
5	32		1			
5	33	1	2			
5	34	1	3			
5	35	1	4			
5	36	1	5			
5	37	1	6			
5	38	1	7			
5	41		1			
5	42	1	2			
5	43	1	3			
5	44	1	4			
5	45	1	5			
5	47		1			
5	48	1	2			
5	54		1			
5	55	1	2			
5	58		1			
5	59	1	2			
5	60	1	3			
5	61	1	4			
5	63		1			
5	65		1			
5	68		1			
5	69	1	2			
5	70	1	3			
5	72		1			
5	73	1	2			
5	75		1			
5	76	1	2			
5	77	1	3			
5	78	1	4			
5	82		1			
5	85		1			
5	86	1	2			
5	88		1			
5	89	1	2			
5	92		1			
5	94		1			
5	98		1			
5	99	1	2			
5	100	1	3			
6	4		1			
6	8		1			
6	10		1			
6	11	1	2			
6	13		1			
6	14	1	2			
6	15	1	3			
6	16	1	4			
6	17	1	5			
6	18	1	6			
6	20		1			
6	23		1			
6	24	1	2			
6	26		1			
6	27	1	2			
6	29		1			
6	30	1	2			
6	31	1	3			
6	32	1	4			
6	35		1			
6	38		1			
6	39	1	2			
6	41		1			
6	42	1	2			
6	43	1	3			
6	46		1			
6	47	1	2			
6	49		1			
6	52		1			
6	53	1	2			
6	54	1	3			
6	55	1	4			
6	56	1	5			
6	57	1	6			
6	58	1	7			
6	59	1	8			
6	60	1	9			
6	62		1			
6	63	1	2			
6	64	1	3			
6	65	1	4			
6	66	1	5			
6	68		1			
6	70		1			
6	72		1			
6	73	1	2			
6	74	1	3			
6	76		1			
6	80		1			
6	83		1			
6	84	1	2			
6	85	1	3			
6	86	1	4			
6	89		1			
6	94		1			
6	96		1			
6	97	1	2			
6	98	1	3			
6	100		1			
7	1		1			
7	2	1	2			
7	3	1	3			
7	7		1			
7	8	1	2			
7	9	1	3			
7	10	1	4			
7	11	1	5			
7	12	1	6			
7	15		1			
7	16	1	2			
7	17	1	3			
7	18	1	4			
7	20		1			
7	21	1	2			
7	23		1			
7	24	1	2			
7	26		1			
7	27	1	2			
7	28	1	3			
7	29	1	4			
7	30	1	5			
7	31	1	6			
7	33		1			
7	34	1	2			
7	35	1	3			
7	36	1	4			
7	37	1	5			
7	38	1	6			
7	39	1	7			
7	41		1			
7	42	1	2			
7	43	1	3			
7	44	1	4			
7	45	1	5			
7	46	1	6			
7	48		1			
7	50		1			
7	51	1	2			
7	52	1	3			
7	55		1			
7	56	1	2			
7	57	1	3			
7	58	1	4			
7	59	1	5			
7	61		1			
7	62	1	2			
7	63	1	3			
7	64	1	4			
7	65	1	5			
7	67		1			
7	68	1	2			
7	69	1	3			
7	74		1			
7	75	1	2			
7	78		1			
7	80		1			
7	82		1			
7	85		1			
7	87		1			
7	88	1	2			
7	90		1			
7	92		1			
7	93	1	2			
7	95		1			
7	97		1			
7	98	1	2			
7	100		1			
8	1		1			
8	3		1			
8	6		1			
8	9		1			
8	11		1			
8	13		1			
8	14	1	2			
8	16		1			
8	17	1	2			
8	18	1	3			
8	19	1	4			
8	20	1	5			
8	21	1	6			
8	23		1			
8	25		1			
8	32		1			
8	33	1	2			
8	34	1	3			
8	38		1			
8	40		1			
8	42		1			
8	43	1	2			
8	45		1			
8	47		1			
8	48	1	2			
8	49	1	3			
8	52		1			
8	54		1			
8	55	1	2			
8	57		1			
8	58	1	2			
8	60		1			
8	61	1	2			
8	67		1			
8	68	1	2			
8	70		1			
8	71	1	2			
8	72	1	3			
8	73	1	4			
8	74	1	5			
8	80		1			
8	81	1	2			
8	82	1	3			
8	84		1			
8	87		1			
8	92		1			
8	93	1	2			
8	95		1			
8	96	1	2			
8	97	1	3			
8	99		1			
8	100	1	2			
9	2		1			
9	3	1	2			
9	5		1			
9	8		1			
9	10		1			
9	11	1	2			
9	14		1			
9	15	1	2			
9	17		1			
9	20		1			
9	23		1			
9	25		1			
9	26	1	2			
9	27	1	3			
9	29		1			
9	30	1	2			
9	31	1	3			
9	33		1			
9	35		1			
9	36	1	2			
9	41		1			
9	44		1			
9	46		1			
9	47	1	2			
9	49		1			
9	50	1	2			
9	51	1	3			
9	53		1			
9	55		1			
9	56	1	2			
9	57	1	3			
9	60		1			
9	62		1			
9	66		1			
9	67	1	2			
9	68	1	3			
9	69	1	4			
9	70	1	5			
9	72		1			
9	73	1	2			
9	75		1			
9	76	1	2			
9	77	1	3			
9	78	1	4			
9	79	1	5			
9	80	1	6			
9	82		1			
9	84		1			
9	85	1	2			
9	88		1			
9	89	1	2			
9	90	1	3			
9	91	1	4			
9	92	1	5			
9	93	1	6			
9	94	1	7			
9	95	1	8			
9	97		1			
9	98	1	2			
9	99	1	3			
10	3		1			
10	5		1			
10	7		1			
10	8	1	2			
10	9	1	3			
10	10	1	4			
10	12		1			
10	13	1	2			
10	16		1			
10	17	1	2			
10	19		1			
10	21		1			
10	22	1	2			
10	23	1	3			
10	24	1	4			
10	26		1			
10	30		1			
10	32		1			
10	33	1	2			
10	35		1			
10	36	1	2			
10	39		1			
10	40	1	2			
10	43		1			
10	44	1	2			
10	48		1			
10	49	1	2			
10	50	1	3			
10	51	1	4			
10	53		1			
10	54	1	2			
10	55	1	3			
10	58		1			
10	59	1	2			
10	61		1			
10	63		1			
10	64	1	2			
10	72		1			
10	74		1			
10	77		1			
10	78	1	2			
10	80		1			
10	81	1	2			
10	82	1	3			
10	84		1			
10	85	1	2			
10	87		1			
10	88	1	2			
10	89	1	3			
10	91		1			
10	92	1	2			
10	93	1	3			
10	94	1	4			
10	96		1			
10	97	1	2			
10	98	1	3			
10	99	1	4			
10	100	1	5			
11	2		1			
11	4		1			
11	5	1	2			
11	6	1	3			
11	7	1	4			
11	9		1			
11	10	1	2			
11	11	1	3			
11	16		1			
11	17	1	2			
11	18	1	3			
11	19	1	4			
11	20	1	5			
11	21	1	6			
11	22	1	7			
11	23	1	8			
11	24	1	9			
11	26		1			
11	28		1			
11	29	1	2			
11	30	1	3			
11	31	1	4			
11	32	1	5			
11	34		1			
11	37		1			
11	38	1	2			
11	40		1			
11	41	1	2			
11	44		1			
11	45	1	2			
11	47		1			
11	48	1	2			
11	49	1	3			
11	51		1			
11	52	1	2			
11	53	1	3			
11	54	1	4			
11	55	1	5			
11	57		1			
11	58	1	2			
11	59	1	3			
11	60	1	4			
11	62		1			
11	63	1	2			
11	64	1	3			
11	65	1	4			
11	66	1	5			
11	67	1	6			
11	70		1			
11	73		1			
11	74	1	2			
11	76		1			
11	77	1	2			
11	79		1			
11	80	1	2			
11	81	1	3			
11	82	1	4			
11	83	1	5			
11	84	1	6			
11	85	1	7			
11	86	1	8			
11	88		1			
11	91		1			
11	93		1			
11	94	1	2			
11	95	1	3			
11	98		1			
11	100		1			
12	3		1			
12	5		1			
12	6	1	2			
12	9		1			
12	10	1	2			
12	15		1			
12	18		1			
12	19	1	2			
12	20	1	3			
12	21	1	4			
12	24		1			
12	27		1			
12	28	1	2			
12	30		1			
12	32		1			
12	35		1			
12	36	1	2			
12	37	1	3			
12	39		1			
12	40	1	2			
12	44		1			
12	46		1			
12	48		1			
12	49	1	2			
12	51		1			
12	52	1	2			
12	53	1	3			
12	54	1	4			
12	56		1			
12	57	1	2			
12	59		1			
12	60	1	2			
12	61	1	3			
12	62	1	4			
12	63	1	5			
12	64	1	6			
12	65	1	7			
12	67		1			
12	69		1			
12	70	1	2			
12	71	1	3			
12	73		1			
12	74	1	2			
12	75	1	3			
12	76	1	4			
12	78		1			
12	84		1			
12	85	1	2			
12	86	1	3			
12	89		1			
12	90	1	2			
12	91	1	3			
12	93		1			
12	94	1	2			
12	95	1	3			
12	96	1	4			
12	97	1	5			
12	100		1			
13	1		1			
13	2	1	2			
13	3	1	3			
13	4	1	4			
13	5	1	5			
13	7		1			
13	8	1	2			
13	9	1	3			
13	10	1	4			
13	12		1			
13	13	1	2			
13	16		1			
13	17	1	2			
13	18	1	3			
13	19	1	4			
13	22		1			
13	23	1	2			
13	24	1	3			
13	25	1	4			
13	26	1	5			
13	27	1	6			
13	28	1	7			
13	29	1	8			
13	32		1			
13	34		1			
13	35	1	2			
13	39		1			
13	40	1	2			
13	41	1	3			
13	42	1	4			
13	46		1			
13	47	1	2			
13	49		1			
13	51		1			
13	54		1			
13	58		1			
13	59	1	2			
13	60	1	3			
13	61	1	4			
13	62	1	5			
13	63	1	6			
13	64	1	7			
13	66		1			
13	68		1			
13	69	1	2			
13	78		1			
13	80		1			
13	81	1	2			
13	89		1			
13	92		1			
13	93	1	2			
13	94	1	3			
13	95	1	4			
13	96	1	5			
13	97	1	6			
13	100		1			
14	2		1			
14	3	1	2			
14	4	1	3			
14	5	1	4			
14	8		1			
14	9	1	2			
14	10	1	3			
14	11	1	4			
14	13		1			
14	14	1	2			
14	16		1			
14	17	1	2			
14	18	1	3			
14	19	1	4			
14	20	1	5			
14	22		1			
14	24		1			
14	26		1			
14	27	1	2			
14	30		1			
14	33		1			
14	34	1	2			
14	36		1			
14	37	1	2			
14	38	1	3			
14	39	1	4			
14	41		1			
14	44		1			
14	45	1	2			
14	46	1	3			
14	50		1			
14	54		1			
14	55	1	2			
14	56	1	3			
14	59		1			
14	60	1	2			
14	61	1	3			
14	64		1			
14	65	1	2			
14	66	1	3			
14	68		1			
14	69	1	2			
14	72		1			
14	74		1			
14	75	1	2			
14	76	1	3			
14	77	1	4			
14	78	1	5			
14	79	1	6			
14	81		1			
14	82	1	2			
14	84		1			
14	85	1	2			
14	86	1	3			
14	89		1			
14	90	1	2			
14	92		1			
14	95		1			
14	98		1			
14	99	1	2			
14	100	1	3			
15	1		1			
15	2	1	2			
15	5		1			
15	8		1			
15	10		1			
15	11	1	2			
15	13		1			
15	15		1			
15	17		1			
15	18	1	2			
15	19	1	3			
15	20	1	4			
15	21	1	5			
15	23		1			
15	29		1			
15	30	1	2			
15	32		1			
15	34		1			
15	37		1			
15	39		1			
15	42		1			
15	47		1			
15	50		1			
15	51	1	2			
15	52	1	3			
15	54		1			
15	58		1			
15	59	1	2			
15	60	1	3			
15	63		1			
15	65		1			
15	66	1	2			
15	68		1			
15	69	1	2			
15	70	1	3			
15	72		1			
15	73	1	2			
15	76		1			
15	78		1			
15	80		1			
15	81	1	2			
15	83		1			
15	86		1			
15	87	1	2			
15	91		1			
15	93		1			
15	95		1			
15	100		1			
16	3		1			
16	6		1			
16	7	1	2			
16	8	1	3			
16	14		1			
16	15	1	2			
16	16	1	3			
16	19		1			
16	20	1	2			
16	24		1			
16	26		1			
16	27	1	2			
16	28	1	3			
16	29	1	4			
16	30	1	5			
16	35		1			
16	36	1	2			
16	37	1	3			
16	38	1	4			
16	39	1	5			
16	40	1	6			
16	43		1			
16	44	1	2			
16	45	1	3			
16	47		1			
16	48	1	2			
16	49	1	3			
16	50	1	4			
16	53		1			
16	54	1	2			
16	55	1	3			
16	56	1	4			
16	57	1	5			
16	58	1	6			
16	59	1	7			
16	60	1	8			
16	61	1	9			
16	63		1			
16	64	1	2			
16	65	1	3			
16	69		1			
16	72		1			
16	76		1			
16	78		1			
16	79	1	2			
16	80	1	3			
16	82		1			
16	85		1			
16	86	1	2			
16	87	1	3			
16	88	1	4			
16	89	1	5			
16	90	1	6			
16	91	1	7			
16	92	1	8			
16	95		1			
16	96	1	2			
16	97	1	3			
16	99		1			
17	1		1			
17	3		1			
17	4	1	2			
17	5	1	3			
17	7		1			
17	8	1	2			
17	9	1	3			
17	13		1			
17	14	1	2			
17	15	1	3			
17	16	1	4			
17	17	1	5			
17	20		1			
17	22		1			
17	24		1			
17	25	1	2			
17	26	1	3			
17	27	1	4			
17	30		1			
17	33		1			
17	35		1			
17	37		1			
17	38	1	2			
17	41		1			
17	42	1	2			
17	43	1	3			
17	44	1	4			
17	45	1	5			
17	48		1			
17	50		1			
17	51	1	2			
17	52	1	3			
17	53	1	4			
17	54	1	5			
17	56		1			
17	57	1	2			
17	58	1	3			
17	59	1	4			
17	60	1	5			
17	61	1	6			
17	62	1	7			
17	63	1	8			
17	65		1			
17	66	1	2			
17	69		1			
17	70	1	2			
17	71	1	3			
17	75		1			
17	82		1			
17	83	1	2			
17	84	1	3			
17	85	1	4			
17	86	1	5			
17	87	1	6			
17	88	1	7			
17	90		1			
17	92		1			
17	94		1			
17	95	1	2			
17	97		1			
17	99		1			
18	1		1			
18	2	1	2			
18	4		1			
18	9		1			
18	10	1	2			
18	11	1	3			
18	12	1	4			
18	13	1	5			
18	15		1			
18	16	1	2			
18	17	1	3			
18	18	1	4			
18	19	1	5			
18	20	1	6			
18	21	1	7			
18	22	1	8			
18	23	1	9			
18	25		1			
18	30		1			
18	35		1			
18	36	1	2			
18	37	1	3			
18	39		1			
18	42		1			
18	43	1	2			
18	44	1	3			
18	47		1			
18	49		1			
18	52		1			
18	56		1			
18	58		1			
18	60		1			
18	62		1			
18	64		1			
18	65	1	2			
18	67		1			
18	68	1	2			
18	71		1			
18	73		1			
18	76		1			
18	79		1			
18	82		1			
18	83	1	2			
18	84	1	3			
18	85	1	4			
18	86	1	5			
18	91		1			
18	93		1			
18	94	1	2			
18	96		1			
18	100		1			
19	5		1			
19	8		1			
19	9	1	2			
19	12		1			
19	13	1	2			
19	14	1	3			
19	15	1	4			
19	19		1			
19	22		1			
19	23	1	2			
19	24	1	3			
19	25	1	4			
19	28		1			
19	30		1			
19	31	1	2			
19	32	1	3			
19	33	1	4			
19	34	1	5			
19	35	1	6			
19	36	1	7			
19	39		1			
19	40	1	2			
19	41	1	3			
19	42	1	4			
19	44		1			
19	45	1	2			
19	46	1	3			
19	47	1	4			
19	49		1			
19	52		1			
19	54		1			
19	56		1			
19	57	1	2			
19	58	1	3			
19	60		1			
19	62		1			
19	64		1			
19	67		1			
19	68	1	2			
19	69	1	3			
19	70	1	4			
19	72		1			
19	74		1			
19	76		1			
19	78		1			
19	81		1			
19	82	1	2			
19	84		1			
19	88		1			
19	89	1	2			
19	90	1	3			
19	91	1	4			
19	92	1	5			
19	94		1			
19	97		1			
19	99		1			
20	3		1			
20	4	1	2			
20	5	1	3			
20	6	1	4			
20	7	1	5			
20	8	1	6			
20	9	1	7			
20	10	1	8			
20	11	1	9			
20	12	1	10			
20	15		1			
20	17		1			
20	18	1	2			
20	19	1	3			
20	22		1			
20	23	1	2			
20	24	1	3			
20	26		1			
20	27	1	2			
20	28	1	3			
20	29	1	4			
20	31		1			
20	32	1	2			
20	34		1			
20	36		1			
20	39		1			
20	41		1			
20	45		1			
20	47		1			
20	49		1			
20	50	1	2			
20	53		1			
20	54	1	2			
20	55	1	3			
20	57		1			
20	60		1			
20	62		1			
20	63	1	2			
20	65		1			
20	67		1			
20	68	1	2			
20	69	1	3			
20	70	1	4			
20	72		1			
20	73	1	2			
20	77		1			
20	79		1			
20	80	1	2			
20	84		1			
20	85	1	2			
20	86	1	3			
20	88		1			
20	89	1	2			
20	91		1			
20	94		1			
20	96		1			
20	99		1			
20	100	1	2			
21	1		1			
21	2	1	2			
21	3	1	3			
21	4	1	4			
21	6		1			
21	7	1	2			
21	8	1	3			
21	9	1	4			
21	10	1	5			
21	13		1			
21	14	1	2			
21	15	1	3			
21	16	1	4			
21	17	1	5			
21	18	1	6			
21	19	1	7			
21	20	1	8			
21	22		1			
21	23	1	2			
21	24	1	3			
21	26		1			
21	27	1	2			
21	28	1	3			
21	31		1			
21	32	1	2			
21	33	1	3			
21	37		1			
21	38	1	2			
21	39	1	3			
21	40	1	4			
21	41	1	5			
21	44		1			
21	45	1	2			
21	46	1	3			
21	49		1			
21	50	1	2			
21	52		1			
21	55		1			
21	56	1	2			
21	60		1			
21	61	1	2			
21	64		1			
21	65	1	2			
21	66	1	3			
21	67	1	4			
21	70		1			
21	73		1			
21	74	1	2			
21	76		1			
21	77	1	2			
21	78	1	3			
21	82		1			
21	85		1			
21	86	1	2			
21	87	1	3			
21	88	1	4			
21	93		1			
21	96		1			
21	98		1			
21	99	1	2			
21	100	1	3			
22	1		1			
22	2	1	2			
22	3	1	3			
22	5		1			
22	7		1			
22	9		1			
22	10	1	2			
22	11	1	3			
22	12	1	4			
22	13	1	5			
22	15		1			
22	17		1			
22	19		1			
22	20	1	2			
22	21	1	3			
22	22	1	4			
22	23	1	5			
22	24	1	6			
22	27		1			
22	28	1	2			
22	29	1	3			
22	30	1	4			
22	31	1	5			
22	32	1	6			
22	34		1			
22	38		1			
22	39	1	2			
22	40	1	3			
22	42		1			
22	43	1	2			
22	46		1			
22	47	1	2			
22	48	1	3			
22	49	1	4			
22	50	1	5			
22	51	1	6			
22	52	1	7			
22	55		1			
22	56	1	2			
22	57	1	3			
22	58	1	4			
22	59	1	5			
22	61		1			
22	62	1	2			
22	64		1			
22	66		1			
22	70		1			
22	72		1			
22	73	1	2			
22	74	1	3			
22	75	1	4			
22	77		1			
22	79		1			
22	80	1	2			
22	81	1	3			
22	82	1	4			
22	84		1			
22	86		1			
22	87	1	2			
22	88	1	3			
22	90		1			
22	91	1	2			
22	92	1	3			
22	93	1	4			
22	94	1	5			
22	96		1			
22	97	1	2			
22	98	1	3			
22	100		1			
23	1		1			
23	2	1	2			
23	6		1			
23	7	1	2			
23	8	1	3			
23	10		1			
23	12		1			
23	13	1	2			
23	15		1			
23	16	1	2			
23	17	1	3			
23	19		1			
23	22		1			
23	23	1	2			
23	25		1			
23	27		1			
23	28	1	2			
23	30		1			
23	31	1	2			
23	32	1	3			
23	33	1	4			
23	34	1	5			
23	35	1	6			
23	36	1	7			
23	38		1			
23	41		1			
23	42	1	2			
23	43	1	3			
23	44	1	4			
23	46		1			
23	47	1	2			
23	48	1	3			
23	50		1			
23	51	1	2			
23	52	1	3			
23	54		1			
23	56		1			
23	57	1	2			
23	59		1			
23	61		1			
23	62	1	2			
23	63	1	3			
23	65		1			
23	67		1			
23	68	1	2			
23	69	1	3			
23	70	1	4			
23	71	1	5			
23	72	1	6			
23	73	1	7			
23	74	1	8			
23	75	1	9			
23	77		1			
23	78	1	2			
23	79	1	3			
23	80	1	4			
23	81	1	5			
23	82	1	6			
23	83	1	7			
23	84	1	8			
23	85	1	9			
23	86	1	10			
23	87	1	11			
23	89		1			
23	90	1	2			
23	91	1	3			
23	92	1	4			
23	93	1	5			
23	94	1	6			
23	95	1	7			
23	96	1	8			
23	98		1			
23	99	1	2			
24	3		1			
24	5		1			
24	7		1			
24	9		1			
24	10	1	2			
24	11	1	3			
24	12	1	4			
24	13	1	5			
24	14	1	6			
24	15	1	7			
24	16	1	8			
24	18		1			
24	19	1	2			
24	20	1	3			
24	21	1	4			
24	22	1	5			
24	23	1	6			
24	25		1			
24	26	1	2			
24	27	1	3			
24	28	1	4			
24	29	1	5			
24	30	1	6			
24	31	1	7			
24	32	1	8			
24	33	1	9			
24	34	1	10			
24	35	1	11			
24	36	1	12			
24	37	1	13			
24	38	1	14			
24	42		1			
24	44		1			
24	47		1			
24	49		1			
24	50	1	2			
24	51	1	3			
24	52	1	4			
24	53	1	5			
24	54	1	6			
24	55	1	7			
24	56	1	8			
24	57	1	9			
24	58	1	10			
24	59	1	11			
24	61		1			
24	63		1			
24	65		1			
24	66	1	2			
24	67	1	3			
24	70		1			
24	74		1			
24	78		1			
24	80		1			
24	81	1	2			
24	83		1			
24	84	1	2			
24	85	1	3			
24	86	1	4			
24	87	1	5			
24	89		1			
24	90	1	2			
24	91	1	3			
24	93		1			
24	94	1	2			
24	95	1	3			
24	96	1	4			
24	97	1	5			
24	99		1			
24	100	1	2			
25	2		1			
25	3	1	2			
25	6		1			
25	8		1			
25	11		1			
25	12	1	2			
25	14		1			
25	15	1	2			
25	17		1			
25	18	1	2			
25	19	1	3			
25	20	1	4			
25	22		1			
25	24		1			
25	27		1			
25	28	1	2			
25	29	1	3			
25	30	1	4			
25	31	1	5			
25	32	1	6			
25	34		1			
25	36		1			
25	37	1	2			
25	39		1			
25	41		1			
25	44		1			
25	45	1	2			
25	48		1			
25	49	1	2			
25	50	1	3			
25	51	1	4			
25	52	1	5			
25	53	1	6			
25	56		1			
25	57	1	2			
25	58	1	3			
25	59	1	4			
25	61		1			
25	63		1			
25	64	1	2			
25	65	1	3			
25	66	1	4			
25	67	1	5			
25	69		1			
25	71		1			
25	72	1	2			
25	73	1	3			
25	75		1			
25	77		1			
25	78	1	2			
25	79	1	3			
25	80	1	4			
25	82		1			
25	83	1	2			
25	84	1	3			
25	86		1			
25	87	1	2			
25	88	1	3			
25	89	1	4			
25	91		1			
25	92	1	2			
25	94		1			
25	95	1	2			
25	96	1	3			
25	97	1	4			
25	99		1			
26	3		1			
26	6		1			
26	10		1			
26	11	1	2			
26	13		1			
26	14	1	2			
26	15	1	3			
26	16	1	4			
26	17	1	5			
26	18	1	6			
26	21		1			
26	22	1	2			
26	23	1	3			
26	24	1	4			
26	26		1			
26	28		1			
26	30		1			
26	32		1			
26	33	1	2			
26	36		1			
26	37	1	2			
26	39		1			
26	47		1			
26	48	1	2			
26	49	1	3			
26	50	1	4			
26	51	1	5			
26	53		1			
26	54	1	2			
26	55	1	3			
26	57		1			
26	61		1			
26	65		1			
26	67		1			
26	73		1			
26	74	1	2			
26	75	1	3			
26	76	1	4			
26	77	1	5			
26	78	1	6			
26	80		1			
26	82		1			
26	83	1	2			
26	84	1	3			
26	86		1			
26	88		1			
26	90		1			
26	91	1	2			
26	93		1			
26	94	1	2			
26	95	1	3			
26	96	1	4			
26	100		1			
27	1		1			
27	3		1			
27	4	1	2			
27	9		1			
27	11		1			
27	13		1			
27	14	1	2			
27	16		1			
27	17	1	2			
27	18	1	3			
27	19	1	4			
27	23		1			
27	24	1	2			
27	25	1	3			
27	27		1			
27	28	1	2			
27	29	1	3			
27	30	1	4			
27	31	1	5			
27	32	1	6			
27	35		1			
27	36	1	2			
27	37	1	3			
27	38	1	4			
27	40		1			
27	41	1	2			
27	43		1			
27	46		1			
27	47	1	2			
27	49		1			
27	50	1	2			
27	51	1	3			
27	53		1			
27	54	1	2			
27	57		1			
27	58	1	2			
27	59	1	3			
27	61		1			
27	62	1	2			
27	66		1			
27	67	1	2			
27	68	1	3			
27	69	1	4			
27	71		1			
27	72	1	2			
27	73	1	3			
27	75		1			
27	77		1			
27	79		1			
27	83		1			
27	85		1			
27	86	1	2			
27	87	1	3			
27	88	1	4			
27	89	1	5			
27	94		1			
27	98		1			
27	99	1	2			
27	100	1	3			
28	2		1			
28	4		1			
28	5	1	2			
28	6	1	3			
28	7	1	4			
28	10		1			
28	11	1	2			
28	12	1	3			
28	13	1	4			
28	15		1			
28	16	1	2			
28	17	1	3			
28	18	1	4			
28	21		1			
28	22	1	2			
28	24		1			
28	25	1	2			
28	26	1	3			
28	27	1	4			
28	29		1			
28	30	1	2			
28	34		1			
28	35	1	2			
28	36	1	3			
28	37	1	4			
28	41		1			
28	43		1			
28	44	1	2			
28	45	1	3			
28	46	1	4			
28	53		1			
28	55		1			
28	56	1	2			
28	57	1	3			
28	58	1	4			
28	59	1	5			
28	60	1	6			
28	61	1	7			
28	62	1	8			
28	64		1			
28	65	1	2			
28	67		1			
28	68	1	2			
28	70		1			
28	72		1			
28	73	1	2			
28	76		1			
28	77	1	2			
28	78	1	3			
28	79	1	4			
28	80	1	5			
28	82		1			
28	84		1			
28	87		1			
28	88	1	2			
28	89	1	3			
28	93		1			
28	94	1	2			
28	97		1			
28	99		1			
29	1		1			
29	6		1			
29	11		1			
29	12	1	2			
29	13	1	3			
29	14	1	4			
29	15	1	5			
29	16	1	6			
29	17	1	7			
29	20		1			
29	22		1			
29	23	1	2			
29	24	1	3			
29	25	1	4			
29	27		1			
29	29		1			
29	30	1	2			
29	32		1			
29	33	1	2			
29	35		1			
29	36	1	2			
29	37	1	3			
29	39		1			
29	41		1			
29	42	1	2			
29	44		1			
29	49		1			
29	50	1	2			
29	52		1			
29	55		1			
29	57		1			
29	59		1			
