20	20		196											
552	147662													
552	148214													
554	148768													
554	149322													
556	149878													
558	150436													
558	150994													
558	151552													
558	152110													
559	152669													
559	153228													
561	153789													
561	154350													
561	154911													
561	155472													
561	156033													
562	156595													
563	157158													
564	157722													
568	158290													
569	158859													
569	159428													
571	159999													
571	160570													
572	161142													
573	161715													
573	162288													
573	162861													
574	163435													
575	164010													
576	164586													
576	165162													
577	165739													
578	166317													
578	166895													
579	167474													
580	168054													
582	168636													
582	169218													
583	169801													
584	170385													
585	170970													
585	171555													
586	172141													
587	172728													
589	173317													
589	173906													
594	174500													
598	175098													
599	175697													
599	176296													
600	176896													
601	177497													
601	178098													
601	178699													
603	179302													
604	179906													
606	180512													
607	181119													
608	181727													
608	182335													
608	182943													
609	183552													
611	184163													
612	184775													
612	185387													
613	186000													
615	186615													
615	187230													
617	187847													
618	188465													
619	189084													
619	189703													
620	190323													
622	190945													
622	191567													
624	192191													
624	192815													
626	193441													
626	194067													
626	194693													
629	195322													
630	195952													
632	196584													
632	197216													
634	197850													
635	198485													
638	199123													
638	199761													
638	200399													
638	201037													
641	201678													
642	202320													
643	202963													
644	203607													
644	204251													
645	204896													
647	205543													
648	206191													
649	206840													
649	207489													
649	208138													
651	208789													
652	209441													
653	210094													
653	210747													
654	211401													
657	212058													
658	212716													
659	213375													
662	214037													
662	214699													
663	215362													
663	216025													
663	216688													
664	217352													
665	218017													
666	218683													
667	219350													
667	220017													
667	220684													
669	221353													
670	222023													
671	222694													
672	223366													
673	224039													
674	224713													
678	225391													
680	226071													
682	226753													
683	227436													
683	228119													
685	228804													
685	229489													
685	230174													
685	230859													
686	231545													
687	232232													
687	232919													
688	233607													
689	234296													
690	234986													
692	235678													
692	236370													
694	237064													
695	237759													
695	238454													
695	239149													
696	239845													
696	240541													
698	241239													
698	241937													
699	242636													
699	243335													
701	244036													
701	244737													
701	245438													
703	246141													
703	246844													
703	247547													
703	248250													
705	248955													
705	249660													
706	250366													
707	251073													
707	251780													
707	252487													
708	253195													
708	253903													
708	254611													
708	255319													
709	256028													
710	256738													
710	257448													
714	258162													
716	258878													
719	259597													
719	260316													
719	261035													
719	261754													
722	262476													
724	263200													
724	263924													
725	264649													
725	265374													
725	266099													
726	266825													
726	267551													
727	268278													
727	269005													
728	269733													
729	270462													
729	271191													
731	271922													
732	272654													
733	273387													
734	274121													
734	274855													
734	275589													
734	276323													
735	277058													
736	277794													
736	278530													
737	279267													
737	280004													
742	280746													
742	281488													
742	282230													
743	282973													
743	283716													
744	284460													
744	285204													
744	285948													
745	286693													
746	287439													
747	288186													
749	288935													
750	289685													
751	290436													
754	291190													
758	291948													
758	292706													
758	293464													
759	294223													
760	294983													
760	295743													
762	296505													
763	297268													
763	298031													
764	298795													
766	299561													
767	300328													
767	301095													
767	301862													
769	302631													
769	303400													
769	304169													
770	304939													
772	305711													
772	306483													
773	307256													
774	308030													
776	308806													
777	309583													
778	310361													
779	311140													
780	311920													
782	312702													
782	313484													
783	314267													
784	315051													
785	315836													
785	316621													
788	317409													
788	318197													
789	318986													
790	319776													
790	320566													
791	321357													
791	322148													
791	322939													
794	323733													
794	324527													
795	325322													
796	326118													
798	326916													
799	327715													
799	328514													
800	329314													
800	330114													
800	330914													
800	331714													
800	332514													
801	333315													
804	334119													
804	334923													
804	335727													
806	336533													
810	337343													
812	338155													
813	338968													
813	339781													
814	340595													
814	341409													
815	342224													
815	343039													
817	343856													
817	344673													
819	345492													
822	346314													
822	347136													
822	347958													
824	348782													
824	349606													
826	350432													
826	351258													
829	352087													
829	352916													
830	353746													
830	354576													
831	355407													
832	356239													
833	357072													
833	357905													
835	358740													
837	359577													
837	360414													
838	361252													
838	362090													
839	362929													
839	363768													
839	364607													
839	365446													
839	366285													
841	367126													
841	367967													
842	368809													
843	369652													
843	370495													
844	371339													
845	372184													
847	373031													
847	373878													
849	374727													
849	375576													
851	376427													
851	377278													
853	378131													
854	378985													
856	379841													
857	380698													
858	381556													
860	382416													
861	383277													
861	384138													
862	385000													
862	385862													
863	386725													
863	387588													
864	388452													
866	389318													
868	390186													
870	391056													
871	391927													
872	392799													
873	393672													
874	394546													
874	395420													
875	396295													
875	397170													
877	398047													
879	398926													
880	399806													
881	400687													
882	401569													
882	402451													
882	403333													
885	404218													
885	405103													
885	405988													
888	406876													
888	407764													
889	408653													
891	409544													
891	410435													
894	411329													
897	412226													
897	413123													
898	414021													
899	414920													
899	415819													
900	416719													
901	417620													
901	418521													
905	419426													
905	420331													
906	421237													
907	422144													
908	423052													
908	423960													
908	424868													
908	425776													
913	426689													
914	427603													
915	428518													
918	429436													
919	430355													
921	431276													
921	432197													
923	433120													
923	434043													
925	434968													
928	435896													
928	436824													
929	437753													
929	438682													
929	439611													
932	440543													
932	441475													
934	442409													
935	443344													
937	444281													
938	445219													
938	446157													
939	447096													
941	448037													
941	448978													
941	449919													
942	450861													
942	451803													
943	452746													
945	453691													
949	454640													
950	455590													
951	456541													
952	457493													
953	458446													
953	459399													
953	460352													
953	461305													
953	462258													
954	463212													
955	464167													
957	465124													
957	466081													
958	467039													
959	467998													
959	468957													
959	469916													
961	470877													
961	471838													
961	472799													
961	473760													
962	474722													
962	475684													
965	476649													
966	477615													
967	478582													
968	479550													
968	480518													
971	481489													
972	482461													
975	483436													
976	484412													
976	485388													
977	486365													
977	487342													
977	488319													
977	489296													
980	490276													
981	491257													
981	492238													
983	493221													
983	494204													
987	495191													
990	496181													
990	497171													
990	498161													
990	499151													
990	500141													
990	501131													
991	502122													
992	503114													
993	504107													
993	505100													
995	506095													
997	507092													
999	508091													
999	509090													
999	510089													
1000	511089													
1000	512089													
1000	513089													
